parent_company_name,child_company_name
"CITIGROUP INC","CITIGROUP GENEVA CAPITAL STRATEGIES INC"
"CITIGROUP INC","CITIGROUP GHS HOLDINGS, INC"
"CITIGROUP INC","CITIGROUP GLOBAL INVESTMENTS REAL ESTATE LP LLC"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS (LOAN NOTES) INC"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS ASIA PACIFIC LIMITED"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS BRASIL HOLDING INC"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS BRASIL HOLDINGS INC"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS COMMERCIAL CORP"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS FINANCIAL PRODUCTS LLC"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS HOLDINGS INC"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS INC"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS INTERNATIONAL LLC"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS REALTY CORP"
"CITIGROUP INC","CITIGROUP GLOBAL MARKETS TAIWAN SECURITIES HOLDINGS LIMITED"
"CITIGROUP INC","CITIGROUP GSP EMPLOYEES FUND, L.P."
"CITIGROUP INC","CITIGROUP HOLDCO FINANCE INC"
"CITIGROUP INC","CITIGROUP HOLDCO FINANCE INC."
"CITIGROUP INC","CITIGROUP HOLDINGS COMPANY"
"CITIGROUP INC","CITIGROUP INDEX LLC"
"CITIGROUP INC","CITIGROUP INSTITUTIONAL TRUST COMPANY"
"CITIGROUP INC","CITIGROUP INVESTMENT ADVISORY SERVICES INC"
"CITIGROUP INC","CITIGROUP INVESTMENT HOLDINGS INC"
"CITIGROUP INC","CITIGROUP INVESTMENTS HIGHLAND PARK, LLC"
"CITIGROUP INC","CITIGROUP INVESTMENTS INC"
"CITIGROUP INC","CITIGROUP INVESTMENTS OAKMONT LANE, LLC"
"CITIGROUP INC","CITIGROUP INVESTMENTS SCHAUMBERG WINDY POINT LLC"
"CITIGROUP INC","CITIGROUP INVESTMENTS YORK ROAD LLC"
"CITIGROUP INC","CITIGROUP IRISH INVESTOR LLC"
"CITIGROUP INC","CITIGROUP MANAGED FUTURES LLC"
"CITIGROUP INC","CITIGROUP MANAGEMENT CORP"
"CITIGROUP INC","CITIGROUP MORTGAGE LOAN TRUST INC"
"CITIGROUP INC","CITIGROUP MORTGAGE SECURITIES CORPORATION"
"CITIGROUP INC","CITIGROUP PAYCO I LLC"
"CITIGROUP INC","CITIGROUP PAYCO II LLC"
"CITIGROUP INC","CITIGROUP PAYCO III LLC"
"CITIGROUP INC","CITIGROUP PAYCO LLC"
"CITIGROUP INC","CITIGROUP PRIVATE BANK GP, INC"
"CITIGROUP INC","CITIGROUP PRIVATE EQUITY (OFFSHORE) LLC"
"CITIGROUP INC","CITIGROUP PROPERTY INVESTORS GLOBAL REAL ESTATE PUBLIC SECURITIES LLC"
"CITIGROUP INC","CITIGROUP PROPERTY INVESTORS US REAL ESTATE PUBLIC SECURITIES LLC"
"CITIGROUP INC","CITIGROUP REAL ESTATE PARTNERS II (INSTITUTIONAL), L.P."
"CITIGROUP INC","CITIGROUP REAL ESTATE PARTNERS II, L.P."
"CITIGROUP INC","CITIGROUP RISK BROKERS HOLDING COMPANY INC"
"CITIGROUP INC","CITIGROUP RISK BROKERS INC"
"CITIGROUP INC","CITIGROUP SERVICES LLC"
"CITIGROUP INC","CITIGROUP TECHNOLOGY, INC"
"CITIGROUP INC","CITIGROUP TRUST"
"CITIGROUP INC","CITIGROUP VEHICLE SECURITIES INC"
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL EQUITY PARTNERS, L.P."
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL GP HOLDINGS, LTD"
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL INTERNATIONAL BIO-FUEL, L.P."
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL INTERNATIONAL BRAZIL LLC"
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL INTERNATIONAL CDX LLC"
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL INTERNATIONAL GROWTH PARTNERSHIP (DELAWARE), L.P."
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL INTERNATIONAL GROWTH PARTNERSHIP (OFFSHORE), L.P."
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL LP HOLDINGS, LTD"
"CITIGROUP INC","CITIGROUP VENTURE CAPITAL MANAGER HOLDINGS, LTD"
"CITIGROUP INC","CITIGROUP WASHINGTON, INC"
"CITIGROUP INC","CITIGROUP/EAB SERVICES LLC"
"CITIGROUP INC","CITIGROUP/FAB SERVICES, LLC"
"CITIGROUP INC","CITIHOUSING, INC"
"CITIGROUP INC","CITIINSURANCE INTERNATIONAL HOLDINGS INC"
"CITIGROUP INC","CITIINSURANCE INTERNATIONAL LIFE HOLDINGS I INC"
"CITIGROUP INC","CITIINSURANCE INTERNATIONAL LIFE HOLDINGS II INC"
"CITIGROUP INC","CITIINSURANCE INTERNATIONAL PC HOLDINGS I INC"
"CITIGROUP INC","CITIINSURANCE INTERNATIONAL PC HOLDINGS II INC"
"CITIGROUP INC","CITIMAE, INC"
"CITIGROUP INC","CITIMARLEASE (BURMAH I), INC. UTA"
"CITIGROUP INC","CITIMARLEASE (BURMAH LIQUEGAS), INC. UTA"
"CITIGROUP INC","CITIMARLEASE (BURMAH LNG CARRIER), INC. UTA"
"CITIGROUP INC","CITIMORTGAGE ASSET MANAGEMENT, INC"
"CITIGROUP INC","CITIMORTGAGE HOLDINGS, INC"
"CITIGROUP INC","CITISHARE CORPORATION"
"CITIGROUP INC","CITISTREET ADVISORS LLC"
"CITIGROUP INC","CITISTREET ASSOCIATES INSURANCE AGENCY OF MASSACHUSETTS LLC"
"CITIGROUP INC","CITISTREET ASSOCIATES LLC"
"CITIGROUP INC","CITISTREET ASSOCIATES OF HAWAII LLC"
"CITIGROUP INC","CITISTREET ASSOCIATES OF MONTANA LLC"
"CITIGROUP INC","CITISTREET ASSOCIATES OF TEXAS, INC."
"CITIGROUP INC","CITISTREET EQUITIES LLC"
"CITIGROUP INC","CITISTREET FINANCIAL SERVICES LLC"
"CITIGROUP INC","CITISTREET FUNDS MANAGEMENT LLC"
"CITIGROUP INC","CITISTREET INTERNATIONAL, LLC"
"CITIGROUP INC","CITISTREET LLC"
"CITIGROUP INC","CITISTREET MORTGAGE SERVICES, INC."
"CITIGROUP INC","CITISTREET RETIREMENT SERVICES LLC"
"CITIGROUP INC","CITITRUST (NEW JERSEY) LIMITED"
"CITIGROUP INC","CITYSPIRE REALTY CORP"
"CITIGROUP INC","CMC INSURANCE AGENCY, INC"
"CITIGROUP INC","CMF ALTIS PARTNERS MASTER FUND L.P."
"CITIGROUP INC","CMF ASPECT MASTER FUND L.P."
"CITIGROUP INC","CMF AVANT MASTER FUND L.P."
"CITIGROUP INC","CMF CAMPBELL MASTER FUND L.P."
"CITIGROUP INC","CMF CAPITAL FUND MANAGEMENT MASTER FUND L.P."
"CITIGROUP INC","CMF DRURY CAPITAL MASTER L.P."
"CITIGROUP INC","CMF GRAHAM MASTER FUND L.P."
"CITIGROUP INC","CMF INSTITUTIONAL FUTURES PORTFOLIO L.P."
"CITIGROUP INC","CMF SANDRIDGE MASTER FUND L.P."
"CITIGROUP INC","CMF WILLOWBRIDGE ARGO MASTER FUND L.P."
"CITIGROUP INC","CMF WINTON FEEDER I L.P."
"CITIGROUP INC","CMF WINTON MASTER L.P."
"CITIGROUP INC","CMFC, INC"
"CITIGROUP INC","COLE BROOK CBNA LOAN FUNDING LLC"
"CITIGROUP INC","COLE BROOK CFPI LOAN FUNDING LLC"
"CITIGROUP INC","COLLISTER LOFT FINANCE LLC"
"CITIGROUP INC","COLLISTER TRUST"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE AGENCY (P&C) OF MISSISSIPPI, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE AGENCY OF ALABAMA, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE AGENCY OF HAWAII, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE AGENCY OF KENTUCKY, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE AGENCY OF MASSACHUSETTS, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE AGENCY OF NEVADA, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE AGENCY OF NEW MEXICO, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE AGENCY OF OHIO, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INSURANCE SERVICES, INC"
"CITIGROUP INC","COMMERCIAL CREDIT INTERNATIONAL BANKING CORPORATION"
"CITIGROUP INC","COMMUNICO"
"CITIGROUP INC","COON RAPIDS LEASED HOUSING ASSOCIATES II, PARTNERSHIP"
"CITIGROUP INC","CORPORATE LOAN FUNDING I LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING III LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING IV LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING IX LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING V LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING VI LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING VII LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING VIII LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING XI LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING XII LLC"
"CITIGROUP INC","CORPORATE LOAN FUNDING XIII LLC"
"CITIGROUP INC","CORRIGAN TGP LLC"
"CITIGROUP INC","CORRIGAN TIMBERLANDS LP"
"CITIGROUP INC","CORRIGAN TLP LLC"
"CITIGROUP INC","COURT SQUARE CAPITAL LIMITED"
"CITIGROUP INC","COURTNEY PARK LEASEHOLD, LLC"
"CITIGROUP INC","CPI 2004 EUROPEAN CARRIED INTEREST PROGRAM (DELAWARE), L.P."
"CITIGROUP INC","CPI 2004 GLOBAL CARRIED INTEREST PROGRAM (DELAWARE), L.P."
"CITIGROUP INC","CPI 2004 NORTH AMERICA CARRIED INTEREST PROGRAM, L.P."
"CITIGROUP INC","CPI 2005 ASIA PACIFIC CARRIED INTEREST PROGRAM, L.P."
"CITIGROUP INC","CPI 2005 EUROPEAN CARRIED INTEREST PROGRAM, L.P."
"CITIGROUP INC","CPI 2005 GLOBAL CARRIED INTEREST PROGRAM, L.P."
"CITIGROUP INC","CPI 2005 NORTH AMERICA CARRIED INTEREST PROGRAM, L.P."
"CITIGROUP INC","CPI C-REP GP LLC"
"CITIGROUP INC","CPI C-REP II GP, L.P."
"CITIGROUP INC","CPI CAPITAL PARTNERS ASIA PACIFIC (DELAWARE), L.P."
"CITIGROUP INC","CPI CAPITAL PARTNERS EUROPE GP LLC"
"CITIGROUP INC","CPI CAPITAL PARTNERS NORTH AMERICA LP"
"CITIGROUP INC","CPI CAPITAL PARTNERS NORTH AMERICA OFFSHORE LP"
"CITIGROUP INC","CPI CMBS EQUITY I LLC"
"CITIGROUP INC","CPI CO-INVESTMENT FUND LP"
"CITIGROUP INC","CPI EUROPEAN FUND GP LLC"
"CITIGROUP INC","CPI GLOBAL RE SECURITIES HP LLC"
"CITIGROUP INC","CPI LEASING CORP"
"CITIGROUP INC","CPI NA FUND GP LP"
"CITIGROUP INC","CPI NA GP LLC"
"CITIGROUP INC","CPI SURPRISE FARMS, LLC"
"CITIGROUP INC","CPI-LCP JACKSON HOLE OPERATOR, LLC"
"CITIGROUP INC","CPI-LCP JACKSON HOLE OWNER, LLC"
"CITIGROUP INC","CPI-LCP JACKSON HOLE VENTURE, LLC"
"CITIGROUP INC","CPI-SAGE FOCUSED SERVICE URBAN HOTELS VENTURE, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS ATLANTA MEZZ, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS ATLANTA OWNER, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS BRISBANE MEZZ, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS BRISBANE OWNER, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS DENVER MEZZ, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS DENVER OWNER, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS HOFFMAN MEZZ, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS HOFFMAN OWNER, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS LESSEE MEZZ, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS LESSEE VENTURE, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS LESSEE, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS MEZZ MANAGER, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS ORLANDO MEZZ, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS ORLANDO OWNER, LLC"
"CITIGROUP INC","CPI-SAGE HOTELS OWNER MANAGER, LLC"
"CITIGROUP INC","CPL CBNA LOAN FUNDING LLC"
"CITIGROUP INC","CPL CFPI LOAN FUNDING LLC"
"CITIGROUP INC","CRAMER FINANCE LLC"
"CITIGROUP INC","CROSSMAR, INC"
"CITIGROUP INC","CROW WOOD TERRACE ASSOCIATES"
"CITIGROUP INC","CT MEZZANINE FUND III MANAGER LLC"
"CITIGROUP INC","CT MEZZANINE PARTNERS II, L.P."
"CITIGROUP INC","CT MP II LLC"
"CITIGROUP INC","CTA CAPITAL LLC"
"CITIGROUP INC","CTK INVESTORS 1 LP"
"CITIGROUP INC","CTK INVESTORS 2 LP"
"CITIGROUP INC","CUSTOM CAPITAL PARTNERS, LLC"
"CITIGROUP INC","CVC CAPITAL FUNDING, LLC"
"CITIGROUP INC","CVC EXECUTIVE FUND LLC"
"CITIGROUP INC","CVC MANAGEMENT LLC"
"CITIGROUP INC","CVC/SSB EMPLOYEE FUND, LP"
"CITIGROUP INC","CYBURT HALL CHANDLER SPECTRUM, LLC"
"CITIGROUP INC","DAVIS ASSOCIATES, L.P."
"CITIGROUP INC","DAYTON CBNA LOAN FUNDING LLC"
"CITIGROUP INC","DAYTON CFPI LOAN FUNDING LLC"
"CITIGROUP INC","DELCO REMY INTERNATIONAL, INC."
"CITIGROUP INC","DELPHI I ASSET HOLDING LLC"
"CITIGROUP INC","DELPHI I LLC"
"CITIGROUP INC","DEPARTMENT STORES NATIONAL BANK"
"CITIGROUP INC","DEVELOPMENT CREDIT CORPORATION"
"CITIGROUP INC","DINERS CLUB INTERNATIONAL LTD"
"CITIGROUP INC","DRAKE & CO., LLC"
"CITIGROUP INC","DUNHILL LEASEHOLD LLC"
"CITIGROUP INC","DUNHILL-LEXINGTON LEASEHOLD LLC"
"CITIGROUP INC","EAB COMMUNITY DEVELOPMENT CORP"
"CITIGROUP INC","EAB LEASING CORP"
"CITIGROUP INC","ECL FUNDING LLC"
"CITIGROUP INC","ECL2 FUNDING LLC"
"CITIGROUP INC","EDUCATIONAL LOAN CENTER, INC"
"CITIGROUP INC","EKS CORP"
"CITIGROUP INC","EM SPECIAL OPPORTUNITIES FUND III LLC"
"CITIGROUP INC","ERICO INTERNATIONAL CORPORATION"
"CITIGROUP INC","ESO GP L.L.C."
"CITIGROUP INC","EURO TI INVESTMENTS LLC"
"CITIGROUP INC","EURO TL INVESTMENTS LLC"
"CITIGROUP INC","EVERETT BLUFFS LLC"
"CITIGROUP INC","EVERGREEN CBNA LOAN FUNDING LLC"
"CITIGROUP INC","EVERGREEN CFPI LOAN FUNDING LLC"
"CITIGROUP INC","EXCT HOLDINGS, INC"
"CITIGROUP INC","EXCT LLC"
"CITIGROUP INC","EXCT PARTNERSHIP"
"CITIGROUP INC","FAB FINANCIAL, LP"
"CITIGROUP INC","FAB HOLDINGS GP, LLC"
"CITIGROUP INC","FAB HOLDINGS LP, LLC"
"CITIGROUP INC","FAMILY INSURANCE CORPORATION"
"CITIGROUP INC","FARFALLA SECONDA LLC"
"CITIGROUP INC","FARNCOMBE 1A LLC"
"CITIGROUP INC","FARNCOMBE 1B LLC"
"CITIGROUP INC","FARNCOMBE 2 LLC"
"CITIGROUP INC","FARNCOMBE 3 LLC"
"CITIGROUP INC","FARNCOMBE 4 LLC"
"CITIGROUP INC","FBS CBNA LOAN FUNDING LLC"
"CITIGROUP INC","FBS CFPI LOAN FUNDING LLC"
"CITIGROUP INC","FCC HOLDING CORPORATION"
"CITIGROUP INC","FEINGOLD O'KEEFFE CREDIT FUND CBNA LOAN FUNDING LLC"
"CITIGROUP INC","FEINGOLD O'KEEFFE CREDIT FUND CFPI LOAN FUNDING LLC"
"CITIGROUP INC","FIRST CENTURY MANAGEMENT COMPANY"
"CITIGROUP INC","FIRST COLLATERAL SERVICES, INC"
"CITIGROUP INC","FIRST FAMILY FINANCIAL SERVICES, INC"
"CITIGROUP INC","FIRST FAMILY FINANCIAL SERVICES, INC. (DE)"
"CITIGROUP INC","FIRST INSURANCE AGENCY, INC"
"CITIGROUP INC","FIRST NATIONWIDE MORTGAGE CORPORATION"
"CITIGROUP INC","FIRST PADDLE CREEK, INC"
"CITIGROUP INC","FIVE STAR SERVICE CORPORATION"
"CITIGROUP INC","FIVESTARZ LLC"
"CITIGROUP INC","FLORIDAURBANA, L.P."
"CITIGROUP INC","FNC INSURANCE AGENCY, INC"
"CITIGROUP INC","FORUM ACCOUNTING SERVICES, COMPANY"
"CITIGROUP INC","FORUM ADMINISTRATIVE SERVICES, COMPANY"
"CITIGROUP INC","FORUM FINANCIAL GROUP, COMPANY"
"CITIGROUP INC","FORUM SHAREHOLDER SERVICES, COMPANY"
"CITIGROUP INC","FREMONT CBNA LOAN FUNDING LLC"
"CITIGROUP INC","FREPERP 2 LLC"
"CITIGROUP INC","FS ASIA HOLDINGS LLC"
"CITIGROUP INC","FS SECURITIES HOLDINGS INC"
"CITIGROUP INC","FSCWIL FUNDING PARTNERSHIP"
"CITIGROUP INC","FUTURE FINANCIAL CORPORATION"
"CITIGROUP INC","GATEHOUSE LEASEHOLD LLC"
"CITIGROUP INC","GENEVA CAPITAL MARKETS, LLC"
"CITIGROUP INC","GENEVA II LLC"
"CITIGROUP INC","GERLACH (NOMINEE) & CO., L.L.C."
"CITIGROUP INC","GLENFED DEVELOPMENT CORP"
"CITIGROUP INC","GLOBAL HEDGE STRATEGIES, LLC"
"CITIGROUP INC","GOF LOAN FUNDING LLC"
"CITIGROUP INC","GOF2 LOAN FUNDING LLC"
"CITIGROUP INC","GOLDEN STATE MANAGEMENT, INC"
"CITIGROUP INC","GREENWICH STREET CAPITAL PARTNERS, L.P."
"CITIGROUP INC","GREENWICH STREET INVESTMENTS, L.L.C."
"CITIGROUP INC","GREENWICH STREET INVESTMENTS, L.P."
"CITIGROUP INC","GREIO AL-SOOR REALTY L.P."
"CITIGROUP INC","GRIPHON MARLINS INVESTORS LTD."
"CITIGROUP INC","GSB AVIATION (TWO) LLC"
"CITIGROUP INC","HANCOCK PLACE APARTMENTS ASSOCIATES, L.P."
"CITIGROUP INC","HANK & CO., L.L.C."
"CITIGROUP INC","HARRISON LOFT FINANCE LLC"
"CITIGROUP INC","HIBISCUS CBNA LOAN FUNDING LLC"
"CITIGROUP INC","HIBISCUS CFPI LOAN FUNDING LLC"
"CITIGROUP INC","HIGHLAND PARK VENTURES, LLC"
"CITIGROUP INC","HIGHPOINT INVESTORS LP"
"CITIGROUP INC","HILLCO INSURANCE AGENCY, INC"
"CITIGROUP INC","HISPANIC GROWTH LLC"
"CITIGROUP INC","HISPANIC VENTURE CORP"
"CITIGROUP INC","HOLIDAY HARBOR MANAGEMENT CORPORATION"
"CITIGROUP INC","HOLLAND LEASEHOLD LLC"
"CITIGROUP INC","HOLLOW CREEK, L.L.C."
"CITIGROUP INC","HOME MAC GOVERNMENT FINANCIAL CORPORATION"
"CITIGROUP INC","HOME MAC MORTGAGE SECURITIES CORPORATION"
"CITIGROUP INC","HOUSING SECURITIES, INC"
"CITIGROUP INC","HUBERT FUNDING LLC"
"CITIGROUP INC","HUDSON LOFT FINANCE LLC"
"CITIGROUP INC","HURLEY & CO., L.L.C."
"CITIGROUP INC","HUTTON INVESTORS FUTURES FUND, L.P. II"
"CITIGROUP INC","HUWEST COMPANY, L.L.C."
"CITIGROUP INC","INCOME SERVICE GROUP, INC"
"CITIGROUP INC","INTCOMEX, INC"
"CITIGROUP INC","INTERNATIONAL CAPITAL FUNDING LLC"
"CITIGROUP INC","INTERNATIONAL EQUITY INVESTMENTS, INC"
"CITIGROUP INC","INVESTMENT CBNA LOAN FUNDING LLC"
"CITIGROUP INC","INVESTMENT CFPI LOAN FUNDING LLC"
"CITIGROUP INC","IRONWOOD CPI EMPIRE PASS JV LLC"
"CITIGROUP INC","IRONWOOD CPI EMPIRE PASS LLC"
"CITIGROUP INC","IRONWOOD CPI EMPIRE PASS MB LLC"
"CITIGROUP INC","ISLAND ABODES CORP"
"CITIGROUP INC","IWCO HOLDINGS INC"
"CITIGROUP INC","JBG/6TH STREET RESIDENTIAL, L.L.C."
"CITIGROUP INC","JKO SECONDA LLC"
"CITIGROUP INC","JWH STRATEGIC ALLOCATION MASTER FUND LLC"
"CITIGROUP INC","KEEPER HOLDINGS LLC"
"CITIGROUP INC","KIL LOAN FUNDING LLC"
"CITIGROUP INC","KIL2 LOAN FUNDING LLC"
"CITIGROUP INC","KING (NOMINEE) & CO., L.L.C."
"CITIGROUP INC","KINGSTON PLACE, LLC"
"CITIGROUP INC","KNIGHT CBNA LOAN FUNDING LLC"
"CITIGROUP INC","KNIGHT CFPI LOAN FUNDING LLC"
"CITIGROUP INC","KORDULA & CO., L.L.C."
"CITIGROUP INC","LAKESHORE CBNA LOAN FUNDING LLC"
"CITIGROUP INC","LAKESHORE CFPI LOAN FUNDING LLC"
"CITIGROUP INC","LAND SERVICE GROUP, INC"
"CITIGROUP INC","LAVA TRADING INC"
"CITIGROUP INC","LAVAFLOW, INC"
"CITIGROUP INC","LEGG MASON FINANCIAL SERVICES OF ALABAMA, INC"
"CITIGROUP INC","LEGG MASON FINANCIAL SERVICES, INC"
"CITIGROUP INC","LEGG MASON INSURANCE AGENCY OF MASSACHUSETTS, INC"
"CITIGROUP INC","LEGG MASON INSURANCE AGENCY OF TEXAS, INC"
"CITIGROUP INC","LEGG MASON INSURANCE AGENCY, INC"
"CITIGROUP INC","LEGG MASON WOOD WALKER, INCORPORATED"
"CITIGROUP INC","LFC2 CFPI LOAN FUNDING LLC"
"CITIGROUP INC","LFC2 LOAN FUNDING LLC"
"CITIGROUP INC","LIQUIDATION PROPERTIES HOLDING COMPANY INC"
"CITIGROUP INC","LIQUIDATION PROPERTIES INC"
"CITIGROUP INC","LIVINGSTON CBNA LOAN FUNDING LLC"
"CITIGROUP INC","LIVINGSTON CFPI LOAN FUNDING LLC"
"CITIGROUP INC","LM FALCON INVESTMENT STRATEGIES, INC"
"CITIGROUP INC","LOAN FUNDING I LLC"
"CITIGROUP INC","LOAN FUNDING III LLC"
"CITIGROUP INC","LOAN FUNDING IV LLC"
"CITIGROUP INC","LOAN FUNDING IX LLC"
"CITIGROUP INC","LOAN FUNDING V LLC"
"CITIGROUP INC","LOAN FUNDING VI LLC"
"CITIGROUP INC","LOAN FUNDING VII LLC"
"CITIGROUP INC","LOAN FUNDING VIII LLC"
"CITIGROUP INC","LOAN FUNDING XI LLC"
"CITIGROUP INC","LOAN FUNDING XII LLC"
"CITIGROUP INC","LOAN FUNDING XIII LLC"
"CITIGROUP INC","LOAN PARTICIPATION HOLDING CORPORATION"
"CITIGROUP INC","LONG STONE FUNDING LLC"
"CITIGROUP INC","LOWER LAKES TRANSPORTATION COMPANY"
"CITIGROUP INC","LT INVESTMENT I, LLC"
"CITIGROUP INC","LT INVESTMENT II, LLC"
"CITIGROUP INC","LUNA FALLS LLC"
"CITIGROUP INC","MACA INN LLC"
"CITIGROUP INC","MALIBU CBNA LOAN FUNDING LLC"
"CITIGROUP INC","MALIBU CFPI LOAN FUNDING LLC"
"CITIGROUP INC","MASTER MORTGAGE COMPANY"
"CITIGROUP INC","MC2 TECHNOLOGIES, INC"
"CITIGROUP INC","METALMARK CAPITAL HOLDINGS LLC"
"CITIGROUP INC","METALMARK MANAGEMENT II LLC"
"CITIGROUP INC","MIDWAY CBNA LOAN FUNDING LLC"
"CITIGROUP INC","MILLCREEK CBNA LOAN FUNDING LLC"
"CITIGROUP INC","MILLCREEK CFPI LOAN FUNDING LLC"
"CITIGROUP INC","MORCO GENERAL AGENCY, INC"
"CITIGROUP INC","MORTGAGE CAPITAL FUNDING INC"
"CITIGROUP INC","MRC HOLDINGS, INC"
"CITIGROUP INC","MSX INTERNATIONAL, INC"
"CITIGROUP INC","MSX INTERNATIONAL, INC."
"CITIGROUP INC","MUIRFIELD LEASEHOLD LLC"
"CITIGROUP INC","NATIONAL BENEFIT LIFE INSURANCE COMPANY"
"CITIGROUP INC","NESSUS INVESTMENT CORPORATION"
"CITIGROUP INC","NETB HOLDINGS LLC"
"CITIGROUP INC","NETPLUS, LLC"
"CITIGROUP INC","NEVADA LA ENTRADA PARTNERS, L.L.C."
"CITIGROUP INC","NEXTCO INC"
"CITIGROUP INC","NIAGARA II, L.P."
"CITIGROUP INC","NIMER & CO., L.L.C."
"CITIGROUP INC","NORTHERN INSURANCE AGENCY, INC"
"CITIGROUP INC","NSPL, INC"
"CITIGROUP INC","OHH LOAN FUNDING LLC"
"CITIGROUP INC","OHH2 LOAN FUNDING LLC"
"CITIGROUP INC","ONE FINANCIAL PLACE CORPORATION"
"CITIGROUP INC","ONE FINANCIAL PLACE HOLDINGS, LLC"
"CITIGROUP INC","ONE FINANCIAL PLACE, LP"
"CITIGROUP INC","ONE HUNTER STREET - PGI LLC"
"CITIGROUP INC","ONE HUNTER STREET-PGI LLC"
"CITIGROUP INC","ONESTARZ INTERNATIONAL TRADE AND INVESTMENTS CORPORATION"
"CITIGROUP INC","ORBIAN CORPORATION"
"CITIGROUP INC","PANTHER VALLEY, INC"
"CITIGROUP INC","PARK KNOLL LEASEHOLD LLC"
"CITIGROUP INC","PAYMENT SERVICES INTERNATIONAL, LLC"
"CITIGROUP INC","PB-SB INVESTMENTS, INC"
"CITIGROUP INC","PB-SB VENTURES, INC"
"CITIGROUP INC","PEDCOR INVESTMENTS-2005-LXXIII, L.P."
"CITIGROUP INC","PENINSULA CBNA LOAN FUNDING LLC"
"CITIGROUP INC","PENY & CO., L.L.C."
"CITIGROUP INC","PEREGRINE INVESTMENTS, LLC"
"CITIGROUP INC","PERENNIALLY GREEN, INC"
"CITIGROUP INC","PFS DISTRIBUTORS, INC"
"CITIGROUP INC","PFS INVESTMENTS INC"
"CITIGROUP INC","PFS T.A., INC."
"CITIGROUP INC","PHIBRO ENERGY CLEARING, INC"
"CITIGROUP INC","PHIBRO ENERGY PRODUCTION, INC"
"CITIGROUP INC","PHIBRO INC"
"CITIGROUP INC","PHIBRO LLC"
"CITIGROUP INC","PHIBRO RESOURCES CORP"
"CITIGROUP INC","PLAZA HOLDINGS INC"
"CITIGROUP INC","PLAZA HOLDINGS LLC"
"CITIGROUP INC","PLAZA LLC"
"CITIGROUP INC","PRIMERICA CLIENT SERVICES, INC. (USA)"
"CITIGROUP INC","PRIMERICA FINANCIAL INSURANCE SERVICES OF TEXAS, INC"
"CITIGROUP INC","PRIMERICA FINANCIAL MARKETING PARTNERSHIP"
"CITIGROUP INC","PRIMERICA FINANCIAL SERVICES AGENCY OF NEW YORK, INC"
"CITIGROUP INC","PRIMERICA FINANCIAL SERVICES HOME MORTGAGES PARTNERSHIP OF ARIZONA"
