parent_company_name,child_company_name
AMERICAN EXPRESS CO,CREDCO RECEIVABLES CORP
AMERICAN TOWER CORP,"L & T COMMUNICATIONS, INC"
AUTONATION INC,"AN SUBARU MOTORS, INC"
YUM BRANDS INC,"A&W RESTAURANTS, INC"
EXPEDIA INC,"XEI SUB 1, INC"
MEDTRONIC INC,"RESTORAGEN, INC"
CIGNA CORP,"CIGNA HEALTHCARE OF CALIFORNIA, INC"
INTUIT INC,"BLUE OCEAN SOFTWARE, INC"
LENNAR CORP,"GENESEE COMMUNITIES VII, LLC"
DEERE & CO,"JOHN DEERE COMMERCIAL WORKSITE PRODUCTS, INC"
METLIFE INC,"GENAMERICA FINANCIAL, LLC"
LENNAR CORP,"CIBOLA VISTA COMMUNITY DEVELOPMENT, L.L.C."
COMCAST CORP,"OUTDOOR LIFE NETWORK, L.L.C."
AUTONATION INC,"DODGE OF BELLEVUE, INC"
PROGRESSIVE CORP,PROGRESSIVE VEHICLE SERVICE COMPANY
DANAHER CORP,"QUALITY WIRE PROCESSING, INC"
COMCAST CORP,"COMCAST ABB NOTE SUB CONSOLIDATION II, INC"
BLACKROCK INC,"BLACKROCK FINANCIAL MANAGEMENT, INC"
ALCOA INC,HOWMET INTERNATIONAL INC
LENNAR CORP,"FORTRESS ILLINOIS, LLC"
DANAHER CORP,"K-D TOOLS OF PUERTO RICO, INC"
VENTAS INC,"BCC ALTOONA REALTY, LLC"
COMCAST CORP,"BOX OFFICE ENTERPRISES, INC"
CITIGROUP INC,CITIGROUP GLOBAL MARKETS INC
DOVER CORP,PENGO CORPORATION
CLOROX CO,THE ARMOR ALL/STP PRODUCTS COMPANY
CIT GROUP INC,CIT BUS CORPORATION / USA
DOVER CORP,"VITRONICS INTERNATIONAL, INC"
AUTONATION INC,"STEVENS CREEK HOLDING, LLC"
CIGNA CORP,"HEALTHSOURCE HEALTH PLANS, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE LB-UBS 2002-C1 400 ATLANTIC LLC
SYSCO CORP,"2901 POLK, INC."
VENTAS INC,LILLIBRIDGE HEALTHCARE PROPERTIES TRUST
SYSCO CORP,"SYSCO FOOD SERVICES OF LAS VEGAS, INC"
WALGREEN CO,"CAROLINA I.V. SERVICES, INC."
CATERPILLAR INC,"S & L RAILROAD, LLC"
LENNAR CORP,"GREENBRIAR AT RIVER VALLEY, LTD"
CONOCOPHILLIPS,PHILLIPS CHEMICAL HOLDINGS COMPANY
LENNAR CORP,"CRISMON & BASELINE, L.L.C."
PFIZER INC,ARGATROBAN ROYALTY SUB LLC
SNAP ON INC,SNAP-ON BUSINESS SOLUTIONS INC
FLOWSERVE CORP,FLOWSERVE MANAGEMENT COMPANY
SYSCO CORP,"SYSCO NORTH DAKOTA, INC"
COMCAST CORP,"ATLANTIC AMERICAN CABLEVISION, LLC"
PROCTER & GAMBLE CO,INTPROPCO INC
KELLOGG CO,"MOTHER'S COOKIE COMPANY, L.L.C."
AUTONATION INC,"TAYLOR JEEP EAGLE, LLC"
CONOCOPHILLIPS,CONOCO GLOBAL POWER DEVELOPMENTS INC
PEPSICO INC,"WOODLANDS COMPANY, INC"
WELLS FARGO & CO,"WELLS FARGO FINANCIAL WASHINGTON 1, INC"
AUTONATION INC,"SAHARA IMPORTS, INC"
GENUINE PARTS CO,MOTION INDUSTRIES
ASSURANT INC,"GUARDIAN INVESTMENT SERVICES, INC"
ALLSTATE CORP,"ALLSTATE FINANCIAL, LCC"
EXPEDIA INC,"KIRK, INC"
ASSURANT INC,"ASSURANT, INC"
EBAY INC,KIJIJI HOLDING LLC
CIT GROUP INC,EVP SECURITIES LLC
GENERAL MILLS INC,"ROUSH PRODUCTS COMPANY, INC"
AUTONATION INC,"PEYTON CRAMER AUTOMOTIVE HOLDING, LLC"
KINDER MORGAN INC,"9- VALLEY OPERATING, INC"
CATERPILLAR INC,"PIONEER DISTRIBUTION, INC"
VENTAS INC,"LIMA NOMINEE, LLC"
VENTAS INC,"EC MUNCIE REALTY, LLC"
STAPLES INC,"STAPLES CONTRACT & COMMERCIAL, INC"
WELLS FARGO & CO,"RELIABLE FINANCIAL SERVICES, INC"
AUTONATION INC,"AUTONATION CORPORATE MANAGEMENT, LLC"
INTEL CORP,"XIRCOM, INCORPORATED"
EXXON MOBIL CORP,GOLDEN PASS LNG TERMINAL LLC
VENTAS INC,"BCC LEWISTOWN REALTY, LLC"
COMCAST CORP,"TCI PRIVATE VENTURES, INC"
KELLOGG CO,KELLOGG IT SERVICES COMPANY
AMERICAN EXPRESS CO,"SERVICING SOLUTIONS, INC"
AES CORP,"AES SERVICES, INC"
CITIGROUP INC,SEPRACI 2 LLC
CORNING INC,OPTICAL FIBER CORPORATION
COMCAST CORP,"GSI COMMERCE, INC"
CONOCOPHILLIPS,CONOCO U.K. PROPERTIES INC.
CATERPILLAR INC,CATERPILLAR/SCB INVESTMENTS LP
RYDER SYSTEM INC,RYDER MEXICAN INVESTMENTS II LP
XEROX CORP,XRC REALTY CORP. WEST
COMCAST CORP,RAYSTAY CO
WELLS FARGO & CO,"WELLS FARGO FINANCIAL ACCEPTANCE INDIANA, INC"
AUTONATION INC,"MAROONE ISUZU, LLC"
FLUOR CORP,"III AMECO HOLDINGS, INC"
CIT GROUP INC,"CIT PROJECT FINANCE MANAGER, L.L.C. / U.S."
HARRIS CORP,HARRIS TECHNICAL SERVICES CORPORATION
ASSURANT INC,CARIBBEAN AMERICAN PROPERTY INSURANCE COMPANY
FLUOR CORP,"III GLOUCESTER LIMITED, INC"
BEST BUY CO INC,"BEST BUY FINANCE, INC"
CONOCOPHILLIPS,BURLINGTON RESOURCES ALASKA INC
CIT GROUP INC,THE EQUIPMENT INSURANCE COMPANY / USA
CA INC,"CONCORD COMMUNICATIONS INTERNATIONAL, INC"
WALGREEN CO,"CORINTHIAN CARE GROUP, LLC"
COMCAST CORP,"VALERTEX, INC"
CATERPILLAR INC,"JHT HOLDINGS, INC"
WELLS FARGO & CO,"RURAL COMMUNITY INSURANCE AGENCY, INC"
METLIFE INC,METLIFE REINSURANCE COMPANY OF SOUTH CAROLINA
COMERICA INC,INTERNATIONAL PLACE ACQUISITION II
AUTONATION INC,"R.L. BUSCHER III, INC."
EXXON MOBIL CORP,"ANCON INSURANCE COMPANY, INC"
AUTONATION INC,ANDERSON DEALERSHIP GROUP
MASCO CORP,"SERVICE PARTNERS SUPPLY, LLC"
KROGER CO,"INTER-AMERICAN FOODS, INC"
DIRECTV,SKY MULTI-COUNTRY PARTNERS (SMCP)
DELL INC,DELL WORLD TRADE LP L.L.C.
STRYKER CORP,SMD CORPORATION
KELLOGG CO,"KELLOGG CARIBBEAN SERVICES COMPANY, INC"
COMCAST CORP,"STORER DISBURSMENTS, INC"
DOVER CORP,"DEK USA LOGISTICS, INC"
TARGET CORP,HIGHBRIDGE MUSIC COMPANY
WELLS FARGO & CO,"PARAMOUNT MORTGAGE OF POLK COUNTY, LLC"
H&R BLOCK INC,"HRB PARTNERS, INC"
DOVER CORP,"TEXAS HYDRAULICS, INC"
CONOCOPHILLIPS,PHILLIPS PETROLEUM COMPANY CAMEROON
PROCTER & GAMBLE CO,VIDAL SASSOON CO
ORACLE CORP,"ORACLEMOBILE, INC"
WELLS FARGO & CO,"FIDELITY BANCORPORATION, INC"
CIT GROUP INC,"CIT FUNDING COMPANY III, LLC"
RYDER SYSTEM INC,"NETWORK VEHICLE CENTRAL, LLC"
HUMANA INC,"HVHS, INC"
BAKER HUGHES INC,BAKER HUGHES FINANCING COMPANY
LENNAR CORP,COUNTRY CLUB VILLAS AT ROB ROY L.L.C.
BB&T CORP,"ROSE SHANIS FINANCIAL SERVICES OF VIRGINIA, LLC"
WELLS FARGO & CO,COOKMAN RESTORATION L.L.C.
DOVER CORP,"WISECO PISTON, INC"
HORMEL FOODS CORP,"DOLD FOODS, INC"
MASCO CORP,EPIC FINE ARTS COMPANY
CIT GROUP INC,"CIT BLUE WATER HAAS DRIVE, LLC"
CAREFUSION CORP,"CAREFUSION 210, INC"
COMCAST CORP,"COMCAST OF ILLINOIS V, INC"
TECO ENERGY INC,"TECO OIL & GAS, INC"
PEPSICO INC,"SVC LATIN AMERICA, INC"
AES CORP,"AES OCEAN LINK, LLC (CURRENT)"
AMERICAN EXPRESS CO,AMERICAN EXPRESS ASSET MANAGEMENT INTERNATIONAL INC
WALGREEN CO,"OPTION HOME HEALTH - PRIVATE DUTY, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE PSSFC 2003-PWR1 III LLC
ALTRIA GROUP INC,PHILIP MORRIS LA HOLDING INC
DOVER CORP,"DDI PROPERTIES, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE CSFB 1999-C1 LLC
ALLSTATE CORP,FIRST COLONIAL INSURANCE COMPANY
COMCAST CORP,"TCI VENTURES FIVE, INC"
CITIGROUP INC,SSB GREENWICH STREET PARTNERS LLC
AES CORP,"AES ARMENIA MOUNTAIN HOLDINGS, LLC"
PERKINELMER INC,VISEN MEDICAL INC
LEGG MASON INC,"PCM HOLDINGS I, INC"
AUTONATION INC,RIVT II LLC
SLM CORP,"SECONDARY MARKET SERVICES, LLC"
LENNAR CORP,"NORTH VINEYARD STATION IMPLEMENTATION GROUP, LLC"
LENNAR CORP,"WILL CLAYTON 68, LTD"
PROCTER & GAMBLE CO,ROSEMOUNT CORPORATION
INTUIT INC,MINT SOFTWARE INC
CA INC,CENDURA CORPORATION
DELL INC,DELL PROFESSIONAL SERVICES INC
PFIZER INC,"ANGIOSYN, INC"
WALGREEN CO,"WALGREEN OSHKOSH, INC"
EQUIFAX INC,"TALX TAX INCENTIVE SERVICES, LLC"
BB&T CORP,"FUNDNET, INC"
COMCAST CORP,"COMCAST OF NASHVILLE I, LLC"
AES CORP,"AES VFL HOLDINGS, L.L.C."
BB&T CORP,"COONEY, RIKARD & CURTIN, INC"
CONOCOPHILLIPS,KUPARUK PIPELINE COMPANY
DELL INC,"TURIN NETWORKS INTERNATIONAL, INC"
WELLS FARGO & CO,"HOME LOAN EXPRESS, LLC"
CITIGROUP INC,"PRIMERICA FINANCIAL SERVICES INSURANCE MARKETING OF IDAHO, INC"
FLUOR CORP,"III GRUPO ALVICA USA, LLC"
COMCAST CORP,"COMCAST CABLEVISION OF INDIANAPOLIS, L.P."
WELLS FARGO & CO,"MILFORD HIGHLANDS PA, LLC"
AES CORP,"KMR COLOMBIA I, LLC (CURRENT)"
COMCAST CORP,"COMCAST CABLE GUIDE, INC"
DANAHER CORP,"JOSLYN SUNBANK COMPANY, LLC"
NOBLE ENERGY INC,LATEX RESOURCES INC
CITIGROUP INC,CT MP II LLC
CITIGROUP INC,PRIMERICA FINANCIAL MARKETING PARTNERSHIP
AMEREN CORP,CILCORP INVESTMENT MANAGEMENT INC
WELLS FARGO & CO,WACHOVIA DEFEASANCE WACHOVIA 2004-C14 LLC
CITIGROUP INC,"CITISTREET MORTGAGE SERVICES, INC."
ENTERGY CORP,ARKANSAS POWER & LIGHT COMPANY
WELLS FARGO & CO,"TCF CON/GA, LLC"
APACHE CORP,CDRL ACQUISITION LLC
AUTONATION INC,"ABRAHAM CHEVROLET-MIAMI, INC"
CORNING INC,"AXYGEN BIOSCIENCE, INC"
DELL INC,DELL CATALOG SALES USA L.P.
FLUOR CORP,"III D/FD COKENERGY OPERATIONS, LLC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE WACHOVIA 2005-C22 III LLC
EASTMAN CHEMICAL CO,HOLSTON DEFENSE CORPORATION
WELLS FARGO & CO,MERIDIAN VENTURE PARTNERS
COMCAST CORP,"COMCAST CABLEVISION OF BALTIMORE CITY GP, INC"
ALTRIA GROUP INC,PMI GLOBAL SERVICES INC
MASCO CORP,"MASCO EUROPE, INC"
FISERV INC,WORKING RX HOLDING COMPANY
COMCAST CORP,"COMCAST OF COLORADO XII, INC"
DOVER CORP,"VEHICLE SERVICES GROUP, LLC"
CONOCOPHILLIPS,"PHILLIPS TRANSPORTATION ALASKA, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE WACHOVIA 2003-C9 LLC
AES CORP,"AES ENGINEERING, LLC"
PRAXAIR INC,"JALOPY SHOPPE, INC"
SAFEWAY INC,YANKEE INVESTMENT HOLDINGS LLC
DUKE ENERGY CORP,"CLT DEVELOPMENT, LLC"
ONEOK INC,"ONEOK FIELD SERVICES TRANSMISSION, L.L.C."
CITIGROUP INC,"CPI-SAGE HOTELS HOFFMAN MEZZ, LLC"
GENERAL MILLS INC,"GENERAL MILLS INTERNATIONAL A, INC"
VENTAS INC,"BCC BERWICK REALTY GP, LLC"
WALT DISNEY CO,"ESPN CLASSIC, INC"
FISERV INC,"FISERV ACQUISITION HOLDING, INC"
AUTONATION INC,"AN CORPUS CHRISTI T. IMPORTS, LP"
LOEWS CORP,"DIAMOND OFFSHORE DRILLING, INC. /"
AUTONATION INC,"VANDERBEEK MOTORS, INC"
TERADYNE INC,"TERADYNE MALAYSIA, LTD"
KELLOGG CO,"WORTHINGTON FOODS, INC"
PROCTER & GAMBLE CO,"PROCTER & GAMBLE EASTERN EUROPE, INC"
CATERPILLAR INC,PERKINS ENGINES (LATIN AMERICA) INC
DOVER CORP,"EMCO ELECTRONICS, INCORPORATED"
DOW CHEMICAL CO,UNION CARBIDE CORPORATION
FLOWSERVE CORP,FLOWSERVE NETHERLANDS LLC
CITIGROUP INC,SEPRACI 1 LLC
SYSCO CORP,"SYSCO SYRACUSE, LLC"
SYSCO CORP,"FRESHPOINT ARIZONA, INC"
DUKE ENERGY CORP,CATAWBA RIVER INVESTMENTS II
SYSCO CORP,"SYSCO SAN ANTONIO, INC"
DUKE ENERGY CORP,"DEFS ANADARKO GATHERING, LP"
AES CORP,"SEAWEST HOLDINGS, LLC"
HOME DEPOT INC,"HOME DEPOT U.S.A., INC."
COMCAST CORP,"COMCAST NEWCO 4, INC"
CITIGROUP INC,CORPORATE LOAN FUNDING V LLC
WALT DISNEY CO,"BUENA VISTA INTERNATIONAL, INC"
ELI LILLY & CO,"LILLY USA, LLC"
PROCTER & GAMBLE CO,"FREDERIC FEKKAI MELROSE PLACE, LLC"
SYSCO CORP,"A-ONE-A PRODUCE & DAIRY PUERTO RICO, LLC"
PRAXAIR INC,WESTAIR CRYOGENICS HOLDING COMPANY
DOVER CORP,MARKEM-IMAJE CORPORATION
CIT GROUP INC,CIT BUS CORPORATION
WELLS FARGO & CO,WACHOVIA DEFEASANCE MANAGEMENT-KEYCORP LLC
PEPSICO INC,"PEPSICO BUSINESS PROCESS TEAMS, INC"
AES CORP,"AES LTC TRANSITION, L.L.C."
CIT GROUP INC,"CIT CHINA 2, INC. / U.S."
CORNING INC,CORNING OAK HOLDING INC
CUMMINS INC,"CUMMINS ROCKY MOUNTAIN, LLC"
COMCAST CORP,"TCI OF COLUMBUS, INC"
LENNAR CORP,"LENNAR WEST GATEWAY, LLC"
LENNAR CORP,"NUHOME DESIGNS, L.L.C."
HALLIBURTON CO,"BPM MINERALS, LLC"
WALT DISNEY CO,"SOAPNET, L.L.C."
MASTERCARD INC,MASTERCARD FINANCING SOLUTIONS LLC
COMERICA INC,"MUNDER UK, L.L.C."
CONOCOPHILLIPS,"C.S. LAND, INC."
AUTONATION INC,RI/ASC ACQUISITION CORP
LENNAR CORP,CONCORD AT ZURICH VILLAGE L.L.C.
H&R BLOCK INC,"BWA ADVERTISING, INC/"
DEAN FOODS CO,"PURITY DAIRIES, INCORPORATED"
WELLS FARGO & CO,"WR HOLDINGS, LLC"
DUKE ENERGY CORP,"TEPPCO MIDSTREAM COMPANIES, LP"
WELLS FARGO & CO,"OVERLAND ADVISORS, LLC"
PERRIGO CO,CHEMAGIS USA INC
WELLS FARGO & CO,"SANTA FE MORTGAGE, LLC"
CIGNA CORP,"CIGNA HEALTHCARE HOLDINGS, INC"
COMCAST CORP,"TCI VENTURES GROUP-AIRPLANES, INC"
DOVER CORP,WILDEN PUMP AND ENGINEERING LLC
COMCAST CORP,"COMCAST OF LAWRENCE, LLC"
STRYKER CORP,"LINK TECHNOLOGY, INC"
HUMANA INC,CHOICECARE/HUMANA
WELLS FARGO & CO,WACHOVIA CAPITAL FINANCE CORPORATION (WESTERN)
EXPEDIA INC,"ONETIME.COM, INC."
AMERICAN EXPRESS CO,AMEX MARKETING JAPAN LIMITED
VERISIGN INC,"ILLUMINET INTERNATIONAL WIRELESS SERVICES, INC"
CONOCOPHILLIPS,TOSCO CORPORATION
WELLS FARGO & CO,WACHOVIA DEFEASANCE GMAC 2000-C3 LLC
CIGNA CORP,"CIGNA HEALTHCARE OF ILLINOIS, INC. (DELAWARE) (99.60% WITH BALANCE OWNED BY NON-AFFILIATE)"
COMCAST CORP,"SIFD THREE, LTD"
COMCAST CORP,"COMCAST SPORTS SOUTHWEST, LLC"
LENNAR CORP,"U.S. HOME ASSOCIATES MANAGEMENT, INC."
BB&T CORP,FIRST CITIZENS BANCORP (TN) STATUTORY TRUST I
HALLIBURTON CO,"DII INDUSTRIES, LLC"
DEAN FOODS CO,"VERIFINE DAIRY PRODUCTS CORPORATION OF SHEBOYGAN, INC"
COMCAST CORP,MOUNTAIN STATES GENERAL PARTNER CO
DEAN FOODS CO,"GANDY'S DAIRIES, INC"
FLUOR CORP,"IV TURBINE FLEET MANAGEMENT, LLC"
BB&T CORP,"LIBERTY PROPERTIES, INC"
METLIFE INC,METROPOLITAN ASSET MANAGEMENT CORPORATION
LENNAR CORP,"USHHH, INC"
AMERICAN EXPRESS CO,AMERICAN EXPRESS CENTURION BANK
AUTONATION INC,COURTESY WHOLESALE CORPORATION
AES CORP,"K&M INTERAMERICAN INVESTMENT COMPANY, L.P. (CURRENT)"
KELLOGG CO,STRETCH ISLAND FRUIT SALE L.L.C.
CITIGROUP INC,CMF INSTITUTIONAL FUTURES PORTFOLIO L.P.
AMERICAN TOWER CORP,"UNISITE/OMNIPOINT PA TOWER VENTURE, LLC"
COMCAST CORP,"COMCAST OF COLORADO VII, LLC"
SYSCO CORP,"FRESHPOINT OF CALIFORNIA, INC"
NUCOR CORP,AMBASSADOR STEEL CORPORATION
ONEOK INC,ONEOK PARKING COMPANY
COMCAST CORP,INTERNET PICTURES CORPORATION (IPIX)
FISERV INC,"DELMAR DATATRAC, INC"
AES CORP,"AES GREYSTONE, L.L.C. (CURRENT)"
WELLS FARGO & CO,"ACORDIA OF OHIO, LLC"
SYSCO CORP,"SYSCO PITTSBURGH, LLC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE GECCMC 2002-2 III LLC
COMCAST CORP,"COMCAST STB SOFTWARE PAN, LLC"
DUKE ENERGY CORP,"PALMETTO BLUFF REAL ESTATE COMPANY, LLC"
CA INC,LEGENT CORPORATION
AUTONATION INC,"PEYTON CRAMER INFINITI HOLDING, LLC"
AES CORP,"AES MID-ATLANTIC LNG MARKETING, LLC"
COMCAST CORP,"COMCAST WIRELESS INVESTMENT III, INC"
PFIZER INC,"PARKE, DAVIS & COMPANY LLC"
YAHOO INC,"WEBSPECTIVE SOFTWARE, INC"
WELLS FARGO & CO,"CITY FIRST CAPITAL XI, LLC"
AES CORP,"TEG/TEP MANAGEMENT, LLC"
SEALED AIR CORP,"BIOSPHERE INDUSTRIES, LLC"
DUKE ENERGY CORP,"GSRI TRANSPORTATION, INC"
DUKE ENERGY CORP,"DUKE ENERGY INTRASTATE NETWORK, LLC"
HORMEL FOODS CORP,"HORMEL HEALTH LABS, LLC (FKA HORMEL HEALTHLABS, INC.)"
COMCAST CORP,"COMCAST OF CALIFORNIA/COLORADO, LLC"
PRAXAIR INC,"CAROLINA HOME CARE, INC"
HARRIS CORP,"MEDACOUSTICS, INC"
KELLOGG CO,"KELARG, INC"
DIRECTV,"V HOME SERVICES, LLC"
AUTONATION INC,"FRED OAKLEY MOTORS, INC"
ASSURANT INC,"DENTAL HEALTH ALLIANCE, LLC"
CONOCOPHILLIPS,ARMADILLO INVESTORS LLC
WELLS FARGO & CO,"APM MORTGAGE, LLC"
FLUOR CORP,"III FLUOR DANIEL TEMPE, INC"
WELLS FARGO & CO,"REDUS NEW YORK, LLC"
AMERICAN EXPRESS CO,"IDS REO 2, LLC"
WELLS FARGO & CO,"WELLS FARGO CENTURY, INC"
PFIZER INC,WYETH-AYERST (CHINA) LIMITED
ALLSTATE CORP,"AFDW, INC"
LENNAR CORP,"STRATEGIC TECHNOLOGIES COMMUNICATIONS OF CALIFORNIA, INC"
FLUOR CORP,III DUKE/FLUOR DANIEL
DEAN FOODS CO,"DAIRY FRESH, LLC"
VENTAS INC,"BROOKDALE LIVING COMMUNITIES OF CONNECTICUT-WH, LLC"
PAYCHEX INC,PXC INC
COMCAST CORP,"COMCAST OF WILDWOOD, LLC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE WACHOVIA 2004-C10 III LLC
CIGNA CORP,"CIGNA DENTAL HEALTH OF FLORIDA, INC"
SANDISK CORP,"MUSICGREMLIN, INC"
LENNAR CORP,"EAGLE HOME MORTGAGE, LLC"
METLIFE INC,"WALNUT STREET ADVISERS, INC"
CITIGROUP INC,LOAN FUNDING I LLC
AES CORP,"AES U.S. SOLAR, LLC"
COMCAST CORP,"COMCAST OF MARGATE, INC"
COMCAST CORP,USWFS TRUST UNITED NO
COMCAST CORP,"COMCAST OF ST. PAUL, INC."
AES CORP,"AES ATLANTIC, INC. (CURRENT)"
MASTERCARD INC,"MASTERCARD ADVISORS, LLC EUROPE"
PRAXAIR INC,"PRAXAIR EMPLOYEES ASSOCIATION OF DANBURY, INC"
AMERICAN EXPRESS CO,AMERICAN ENTERPRISE LIFE INSURANCE COMPANY
HOSPIRA INC,"HOSPIRA BOULDER, INC"
VENTAS INC,"SUNRISE ARLINGTON, MA ASSISTED LIVING, L.L.C."
HCA INC,"GALEN (KANSAS) MERGER, LLC"
RED HAT INC,"RED HAT FINANCIAL HOLDINGS, INC"
EASTMAN CHEMICAL CO,VORIDIAN SPAIN L.L.C. - NOW EASTMAN SPAIN L.L.C.
WELLS FARGO & CO,"SS LINCOLN PARK WESTERN, LLC"
WHIRLPOOL CORP,"WHIRLPOOL ENTERPRISES, LLC"
CLOROX CO,BRITA MANUFACTURING COMPANY
AMAZON COM INC,"AMAZON TECHNOLOGIES, INC"
NOBLE CORP,NOBLE DRILLING SERVICES 2 LLC
CITIGROUP INC,ADAM STATUTORY TRUST V
AMEREN CORP,QST ENERGY TRADING INC
ASSURANT INC,UNION SECURITY INSURANCE COMPANY
CELGENE CORP,ANTHROGENESIS CORP
COMCAST CORP,"COMCAST CABLEVISION OF LOMPOC, LLC"
STRYKER CORP,HOWMEDICA OSTEONICS CORP
WELLS FARGO & CO,"MARINA TOWERS MELBOURNE, LLC"
AUTONATION INC,"AN LUXURY IMPORTS OF SPOKANE, INC"
METLIFE INC,"METLIFE GROUP, INC"
LENNAR CORP,SUMMIT ACQUISITION CORP
SYSCO CORP,"SYSCO FOOD SERVICES OF METRO NEW YORK, LLC"
PRAXAIR INC,"PRAXAIR ENERGY RESOURCES, INC"
MEDTRONIC INC,"MEDTRONIC TREASURY MANAGEMENT, INC"
WELLS FARGO & CO,"AMAN COLLECTION SERVICE 1, INC"
WALGREEN CO,"WALGREENS SPECIALTY PHARMACY, LLC"
PITNEY BOWES INC,HARLOW AIRCRAFT INC
AMERICAN EXPRESS CO,"ROSENBLUTH INTERNATIONAL, INC"
AES CORP,"DPL ENERGY RESOURCES, INC"
NOBLE ENERGY INC,PATINA OKLAHOMA CORP
LENNAR CORP,"LENNAR TRADING COMPANY, LP"
PAYCHEX INC,ADVANTAGE PAYROLL SERVICES INC
CITIGROUP INC,DEPARTMENT STORES NATIONAL BANK
COMERICA INC,"NBFRE 39, LLC"
APACHE CORP,"PHOENIX EXPLORATION RESOURCES, LTD"
LENNAR CORP,"LENNAR LAND PARTNERS SUB II, INC"
CITIGROUP INC,COMMUNICO
CIT GROUP INC,"THE CIT GROUP/COMMERCIAL SERVICES, INC. (ILL.) / USA"
WELLS FARGO & CO,"WELLS FARGO INSURANCE SERVICES, INC"
WELLS FARGO & CO,"METROPOLITAN WEST CAPITAL MANAGEMENT, LLC"
ONEOK INC,"CHISHOLM PIPELINE HOLDINGS, INC"
TARGET CORP,"TARGET GENERAL MERCHANDISE, INC"
HALLIBURTON CO,BAROID INTERNATIONAL INC
RYDER SYSTEM INC,"RYDER THAILAND VI, LLC"
HALLIBURTON CO,"HED (INDONESIA), INC"
DUKE ENERGY CORP,TEXAS EASTERN OIL COMPANY (DELAWARE)
VENTAS INC,"LOYALSOCK NOMINEE, LP"
HCA INC,"HSS VIRGINIA, L.P."
ALLSTATE CORP,"ALLSTATE DISTRIBUTORS, L.L.C."
SYSCO CORP,"SYSCO CENTRAL OHIO, LTD"
LENNAR CORP,"F&R QVI HOME INVESTMENTS USA, LLC"
CIT GROUP INC,"AT&T AUTOMOTIVE SERVICES, INC. / U.S."
PRAXAIR INC,"PRAXAIR TECHNOLOGY, INC"
DOVER CORP,EVERETT CHARLES TECHNOLOGIES
DUKE ENERGY CORP,"DEFS HOLDING, LLC"
DUKE ENERGY CORP,"EAST TENNESSEE NATURAL GAS, LLC"
YUM BRANDS INC,"PIZZA HUT, LTD"
XCEL ENERGY INC,XCEL ENERGY INTERNATIONAL INC
PITNEY BOWES INC,"PITNEY BOWES PUERTO RICO, INC"
FISERV INC,"INNOVIANT PHARMACY, INC"
BLACKROCK INC,"BLACKROCK INVESTMENTS, INC"
DOVER CORP,OPW EPSILON INC
XCEL ENERGY INC,NORTHERN STATES POWER COMPANY(A WISCONSIN CORPORATION)
WELLS FARGO & CO,"FIRST ALLIED INSURANCE OF OKLAHOMA, INC"
COMCAST CORP,"COMCAST STB SOFTWARE MOT, LLC"
CA INC,"CONCORD COMMUNICATIONS, INC"
EXPEDIA INC,"XEI SUB 3, INC"
WELLS FARGO & CO,"WDC 541 N FAIRBANKS MEMBER, LLC"
EXPEDIA INC,EGENCIA LLC
WELLS FARGO & CO,"TCF U/VA-2, LLC"
AUTONATION INC,"MAROONE FORD, LLC"
CITIGROUP INC,CITISTREET FUNDS MANAGEMENT LLC
AES CORP,"AES US WIND DEVELOPMENT, L.L.C."
WELLS FARGO & CO,"WACHOVIA CAPITAL INVESTORS, INC"
AMERICAN EXPRESS CO,AMERICAN ENTERPRISE INVESTMENT SERVICES INC
CONOCOPHILLIPS,CONOCO DEEPWATER CONSTRUCTION LLC
DUKE ENERGY CORP,"DUKE ENERGY SUPPLY CHAIN SERVICES, LLC"
AES CORP,"AES COLUMBIA POWER, LLC"
XEROX CORP,XEROX SPECIAL FUNDING LLC
CIT GROUP INC,"CIT FUNDING COMPANY V, LLC"
DELL INC,DELL COMPUTER INDIA CORPORATION
COMCAST CORP,"TCI EVANGOLA, INC"
CITIGROUP INC,CPI CAPITAL PARTNERS EUROPE GP LLC
FIFTH THIRD BANCORP,"FIFTH THIRD INSURANCE AGENCY, INC"
SYMANTEC CORP,THE KERNEL GROUP INCORPORATED
COMCAST CORP,"COMCAST IP PHONE OF TEXAS, LLC"
VULCAN MATERIALS CO,"STATEWIDE TRANSPORT, INC"
CITIGROUP INC,"CITIFINANCIAL SERVICES, INC. 337, LLC"
PROCTER & GAMBLE CO,"PROCTER & GAMBLE INDIA HOLDINGS, INC"
ASSURANT INC,"INSURECO AGENCY & INSURANCE SERVICES, INC"
CIT GROUP INC,"HASTINGS TRANSITION COMPANY, INC"
SYSCO CORP,"SYSCO ARKANSAS, LLC"
COMCAST CORP,"HAWKEYE COMMUNICATIONS OF CLINTON, INC"
SEMCO ENERGY INC,SOUTHEASTERN DEVELOPMENT COMPANY
CITIGROUP INC,KIL LOAN FUNDING LLC
CIT GROUP INC,FLEX ASSET MANAGEMENT CORPORATION
ORACLE CORP,"ORACLE HOLDINGS, INC"
